Year,Grid_Ref_Easting,Grid_Ref_Northing,Number_of_Vehicles,Number_of_Casualties,Accident_Date,Time,Road_Class,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Casualty_Severity,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle
2013,426912,429231,2,4,7.11.2013,1810,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,32,Car
2013,426912,429231,2,4,7.11.2013,1810,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,27,Car
2013,426912,429231,2,4,7.11.2013,1810,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,7,Car
2013,426912,429231,2,4,7.11.2013,1810,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,Car
2013,429533,437115,2,2,8.11.2013,950,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,40,Goods vehicle <=3.5 tons
2013,429533,437115,2,2,8.11.2013,950,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,32,Car
2013,437240,435493,1,1,8.11.2013,1510,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,14,Car
2013,440048,432469,1,2,8.11.2013,1455,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,46,Car
2013,440048,432469,1,2,8.11.2013,1455,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,8,Car
2013,431518,435142,2,1,8.11.2013,1600,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,51,Bicycle
2013,430052,432678,1,1,8.11.2013,2000,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Female,18,Car
2013,430798,433443,2,2,9.11.2013,720,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,43,Taxi/Private hire car
2013,430798,433443,2,2,9.11.2013,720,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,31,Taxi/Private hire car
2013,430092,435420,2,1,9.11.2013,1030,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Serious,Male,24,Bicycle
2013,429080,433515,2,2,8.11.2013,1945,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,429080,433515,2,2,8.11.2013,1945,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Car
2013,426058,436617,2,1,8.11.2013,1550,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,Bus or coach
2013,431481,432547,2,1,9.11.2013,1755,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Slight,Male,27,Car
2013,429950,433092,2,1,9.11.2013,1715,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Vehicle or pillion passenger,Slight,Female,59,Car
2013,425062,431030,2,4,9.11.2013,1940,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,62,Car
2013,425062,431030,2,4,9.11.2013,1940,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,35,Car
2013,425062,431030,2,4,9.11.2013,1940,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,60,Car
2013,425062,431030,2,4,9.11.2013,1940,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,35,Car
2013,427212,425186,1,1,10.11.2013,10,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Fatal,Female,23,Car
2013,433826,434053,4,2,9.11.2013,1043,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,25,Car
2013,433826,434053,4,2,9.11.2013,1043,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Female,6,Car
2013,427220,433519,2,1,10.11.2013,1615,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,35,Car
2013,424126,444004,2,2,10.11.2013,1335,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,87,Car
2013,424126,444004,2,2,10.11.2013,1335,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,47,Bicycle
2013,430904,436549,2,1,11.11.2013,825,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,52,Bicycle
2013,430219,432004,2,1,11.11.2013,1501,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,53,Car
2013,421060,440041,1,1,11.11.2013,1550,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,11,Car
2013,428791,435158,2,1,11.11.2013,1530,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,52,Car
2013,430801,435338,2,1,11.11.2013,1548,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,30,Car
2013,436973,429236,1,1,11.11.2013,1350,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,53,Goods vehicle <=3.5 tons
2013,429262,433483,2,1,12.11.2013,1,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Taxi/Private hire car
2013,430091,427031,2,1,12.11.2013,850,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,19,Car
2013,430378,433543,1,1,12.11.2013,1120,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Serious,Male,41,Bus or coach
2013,429861,438924,2,1,11.11.2013,830,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,28,Car
2013,431547,438806,1,1,5.11.2013,1521,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Serious,Male,77,Bus or coach
2013,426746,426828,2,2,12.11.2013,1915,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,23,Car
2013,426746,426828,2,2,12.11.2013,1915,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,34,Car
2013,430403,436612,1,3,12.11.2013,2318,B (regional road),Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,24,Car
2013,430403,436612,1,3,12.11.2013,2318,B (regional road),Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,Car
2013,430403,436612,1,3,12.11.2013,2318,B (regional road),Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,Car
2013,435734,436004,1,1,25.10.2013,1610,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,21,Bus or coach
2013,419792,441282,2,1,13.11.2013,915,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,51,Car
2013,429796,433969,2,1,13.11.2013,1118,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,24,Car
2013,425226,434342,2,1,25.10.2013,1340,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,48,Car
2013,427711,424506,1,1,12.11.2013,830,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,15,Car
2013,424289,434612,1,1,13.11.2013,1645,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Female,9,Car
2013,428761,430828,1,1,14.11.2013,1530,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,44,Bus or coach
2013,429133,433852,2,1,14.11.2013,1445,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,60,Motorcycle >50cc and <=125cc
2013,430751,439231,2,1,14.11.2013,2010,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,32,Car
2013,428096,434660,2,2,15.11.2013,2330,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,Car
2013,428096,434660,2,2,15.11.2013,2330,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,21,Car
2013,430064,431116,2,1,16.11.2013,1305,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,23,Bicycle
2013,427645,431151,2,1,15.11.2013,840,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,18,Bicycle
2013,431913,433588,2,1,15.11.2013,1635,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,42,Bicycle
2013,426822,433446,1,1,17.11.2013,1635,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,63,Car
2013,427650,434496,2,1,16.11.2013,2352,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,42,Taxi/Private hire car
2013,433888,436522,1,1,17.11.2013,2205,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,22,Car
2013,431401,435082,1,1,18.11.2013,1500,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,38,Car
2013,430915,435580,1,1,18.11.2013,1648,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,35,Bus or coach
2013,431260,432353,2,2,18.11.2013,1939,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,71,Car
2013,431260,432353,2,2,18.11.2013,1939,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,22,Bicycle
2013,427325,437199,2,1,18.11.2013,1514,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,22,Bicycle
2013,424254,433948,2,2,19.11.2013,810,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,39,Car
2013,424254,433948,2,2,19.11.2013,810,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,434836,437977,2,1,19.11.2013,1725,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,45,Motorcycle over 500cc
2013,421018,441084,1,1,20.11.2013,1030,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,88,Bus or coach
2013,430058,438640,2,1,20.11.2013,1156,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,Car
2013,428191,432825,2,1,20.11.2013,1212,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,33,Car
2013,417948,443070,2,1,19.11.2013,840,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,41,Bicycle
2013,423301,434732,2,2,20.11.2013,830,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,51,Car
2013,423301,434732,2,2,20.11.2013,830,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,43,Car
2013,422039,434378,2,2,20.11.2013,1340,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,31,Car
2013,422039,434378,2,2,20.11.2013,1340,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,28,Car
2013,429031,436313,2,1,20.11.2013,1758,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,30,Bicycle
2013,441828,439883,2,1,21.11.2013,730,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,431652,434085,2,1,20.11.2013,840,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Female,22,Taxi/Private hire car
2013,430626,440561,2,1,1.11.2013,703,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,15,Bicycle
2013,430331,433897,2,1,19.10.2013,2245,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,22,Taxi/Private hire car
2013,440691,445811,1,1,21.11.2013,1115,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,88,Car
2013,425149,437877,2,1,21.11.2013,1410,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,69,Bicycle
2013,427020,433104,1,1,21.11.2013,1618,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,18,Car
2013,431915,430500,2,1,21.10.2013,915,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,30,Car
2013,430531,433390,1,3,22.11.2013,1240,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,66,Bus or coach
2013,430531,433390,1,3,22.11.2013,1240,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,41,Bus or coach
2013,430531,433390,1,3,22.11.2013,1240,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,2,Bus or coach
2013,441292,447953,2,2,22.11.2013,1535,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,55,Car
2013,441292,447953,2,2,22.11.2013,1535,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Female,50,Car
2013,430684,434520,2,2,22.11.2013,2215,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,65,Car
2013,430684,434520,2,2,22.11.2013,2215,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,33,Minibus
2013,427652,436671,1,1,23.11.2013,1015,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Male,34,Car
2013,428977,433905,2,3,23.11.2013,1025,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,32,Car
2013,428977,433905,2,3,23.11.2013,1025,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,27,Car
2013,428977,433905,2,3,23.11.2013,1025,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,1,Car
2013,428074,426251,2,1,1.11.2013,1450,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,66,Car
2013,425489,434266,2,1,23.11.2013,1607,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,32,Car
2013,433452,434053,1,1,23.11.2013,1900,"A (""back roads"")",Dry,Darkness (no streetlights),Fine without high winds,Pedestrian,Slight,Male,51,Car
2013,432605,428323,1,1,23.11.2013,1800,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,26,Car
