"Year","Reference_Number","Grid_Ref_Easting","Grid_Ref_Northing","Number_of_Vehicles","Number_of_Casualties","Accident_Date","Time","Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty","Type_of_Vehicle"
"2013","130058890","430518","425160","1","1","8_2_2013","1850","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Male","11","Car"
"2013","130060070","426624","435696","1","1","21_01_2013","1340","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","49","Car"
"2013","130060327","426152","433158","2","1","9_2_2013","1710","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Male","21","Motorcycle >125cc and <=500cc"
"2013","130060386","428957","425974","1","1","9_2_2013","1720","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Female","78","Car"
"2013","130061014","427034","427117","2","3","10_2_2013","955","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","68","Car"
"2013","130061014","427034","427117","2","3","10_2_2013","955","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","30","Car"
"2013","130061014","427034","427117","2","3","10_2_2013","955","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Female","29","Car"
"2013","130061542","424305","434735","2","1","10_2_2013","1535","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Male","22","Car"
"2013","130061574","425584","433308","1","1","10_2_2013","1510","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Female","40","Bus or coach"
"2013","130061605","430781","438712","1","1","3_2_2013","1030","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Female","76","Car"
"2013","130062704","420724","433741","2","1","11_2_2013","630","Unclassified","Ice","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","49","Car"
"2013","130063101","423296","434689","2","1","11_2_2013","1459","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","41","Car"
"2013","130063294","420497","433957","2","1","11_2_2013","1745","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","45","Bicycle"
"2013","130063450","426893","432886","1","1","25_01_2013","2310","Unclassified","Snow","Darkness (streetlighting unknown)","Snowing w/o high winds","Pedestrian","Serious","Female","42","Car"
"2013","130064080","428979","433685","2","1","12_2_2013","825","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","33","Bus or coach"
"2013","130064210","431968","435825","1","1","10_2_2013","2100","B (regional road)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Female","44","Car"
"2013","130064405","429145","438912","2","2","12_2_2013","1215","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","17","Car"
"2013","130064405","429145","438912","2","2","12_2_2013","1215","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","44","Goods vehicle <=3.5 tons"
"2013","130064667","430808","435367","1","2","12_2_2013","1524","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","15","Bus or coach"
"2013","130064667","430808","435367","1","2","12_2_2013","1524","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","18","Bus or coach"
"2013","130064764","430361","433439","1","1","12_2_2013","1630","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","49","Goods vehicle <=3.5 tons"
"2013","130064887","430509","435242","2","1","12_2_2013","830","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","42","Bicycle"
"2013","130066195","432971","429576","2","4","13_02_2013","1445","Motorway (freeway)","Snow","Daylight (streetlights present)","Snowing w/o high winds","Driver or rider","Slight","Male","24","Car"
"2013","130066195","432971","429576","2","4","13_02_2013","1445","Motorway (freeway)","Snow","Daylight (streetlights present)","Snowing w/o high winds","Driver or rider","Slight","Female","41","Car"
"2013","130066195","432971","429576","2","4","13_02_2013","1445","Motorway (freeway)","Snow","Daylight (streetlights present)","Snowing w/o high winds","Vehicle or pillion passenger","Slight","Female","25","Car"
"2013","130066195","432971","429576","2","4","13_02_2013","1445","Motorway (freeway)","Snow","Daylight (streetlights present)","Snowing w/o high winds","Vehicle or pillion passenger","Slight","Male","1","Car"
"2013","130066255","429323","433811","1","1","13_02_2013","1635","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","64","Bus or coach"
"2013","130066315","432242","434682","1","1","13_02_2013","1241","Unclassified","Snow","Daylight (streetlights present)","Snowing w/o high winds","Vehicle or pillion passenger","Slight","Female","70","Bus or coach"
"2013","130066461","421470","442095","2","1","13_02_2013","1858","Unclassified","Snow","Darkness (no streetlights)","Snowing w/o high winds","Driver or rider","Slight","Male","23","Car"
"2013","130066895","433300","426213","2","1","13_02_2013","1440","Unclassified","Snow","Daylight (streetlights present)","Snowing w/o high winds","Driver or rider","Slight","Female","42","Car"
"2013","130066984","433158","435253","2","1","14_02_2013","845","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","27","Car"
"2013","130067145","431669","434497","1","1","14_02_2013","900","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","9","Bus or coach"
"2013","130067278","429526","437340","2","2","13_02_2013","1520","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","38","Car"
"2013","130067278","429526","437340","2","2","13_02_2013","1520","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","13","Car"
"2013","130067415","430122","434386","2","1","12_2_2013","2000","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Serious","Female","18","Car"
"2013","130067512","422870","436039","1","1","12_2_2013","1120","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Female","65","Goods vehicle <=3.5 tons"
"2013","130067622","430712","432523","1","1","14_02_2013","1530","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","66","Car"
"2013","130067762","436237","434927","1","1","14_02_2013","1630","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Male","17","Car"
"2013","130067784","440309","433088","2","2","12_2_2013","1620","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","34","Car"
"2013","130067784","440309","433088","2","2","12_2_2013","1620","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","61","Car"
"2013","130068791","429569","431559","1","1","15_02_2013","955","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","14","Car"
"2013","130068795","426208","427499","1","2","15_02_2013","815","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","23","Car"
"2013","130068795","426208","427499","1","2","15_02_2013","815","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","11","Car"
"2013","130069083","429754","438947","2","1","14_02_2013","725","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","32","Bicycle"
"2013","130069572","426810","438007","2","1","1_2_2013","1840","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","46","Bicycle"
"2013","130070011","421015","434297","3","5","16_02_2013","100","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","32","Car"
"2013","130070011","421015","434297","3","5","16_02_2013","100","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","30","Car"
"2013","130070011","421015","434297","3","5","16_02_2013","100","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Female","29","Car"
"2013","130070011","421015","434297","3","5","16_02_2013","100","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","32","Car"
"2013","130070011","421015","434297","3","5","16_02_2013","100","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","22","Car"
"2013","130070587","421430","434933","3","1","16_02_2013","935","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","24","Motorcycle >50cc and <=125cc"
"2013","130070908","431020","429739","1","1","16_02_2013","1653","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","7","Car"
"2013","130071518","430256","433230","1","1","17_02_2013","405","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Female","24","Taxi/Private hire car"
"2013","130071664","424552","427287","1","1","17_02_2013","813","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","33","Car"
"2013","130071827","431886","435601","2","4","16_02_2013","1540","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","31","Car"
"2013","130071827","431886","435601","2","4","16_02_2013","1540","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","29","Car"
"2013","130071827","431886","435601","2","4","16_02_2013","1540","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","6","Car"
"2013","130071827","431886","435601","2","4","16_02_2013","1540","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","8","Car"
"2013","130072352","432098","436050","1","1","17_02_2013","1730","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Female","71","Car"
"2013","130072371","430526","435156","2","2","17_02_2013","1525","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","44","Car"
"2013","130072371","430526","435156","2","2","17_02_2013","1525","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","23","Car"
"2013","130072845","431693","428635","2","2","14_02_2013","1730","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","31","Car"
"2013","130072845","431693","428635","2","2","14_02_2013","1730","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","66","Car"
"2013","130072940","427170","432529","2","1","15_02_2013","625","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","43","Bicycle"
"2013","130073976","428070","434995","1","1","16_02_2013","1305","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","6","Goods vehicle <=3.5 tons"
"2013","130074043","426943","435423","2","2","18_02_2013","1600","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","72","Car"
"2013","130074043","426943","435423","2","2","18_02_2013","1600","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","67","Car"
"2013","130074662","440437","447814","2","1","19_02_2013","540","A (back roads)","Ice","Darkness (no streetlights)","Fine w/o high winds","Driver or rider","Slight","Male","55","Car"
"2013","130075443","421554","428496","2","1","19_02_2013","1600","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","39","Bicycle"
"2013","130075670","420899","434507","3","3","19_02_2013","1415","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","45","Car"
"2013","130075670","420899","434507","3","3","19_02_2013","1415","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","53","Car"
"2013","130075670","420899","434507","3","3","19_02_2013","1415","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","63","Car"
"2013","130076068","430851","434075","2","1","19_02_2013","828","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","31","Car"
"2013","130076512","431436","431610","3","2","19_02_2013","1405","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","51","Goods vehicle >3.5 tons and <7.5 tons"
"2013","130076512","431436","431610","3","2","19_02_2013","1405","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","36","Car"
"2013","130076827","431577","434395","1","1","20_02_2013","1050","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Female","83","Car"
"2013","130076936","435252","434799","2","2","20_02_2013","1206","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","45","Car"
"2013","130076936","435252","434799","2","2","20_02_2013","1206","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","23","Car"
"2013","130077474","429105","432195","1","1","20_02_2013","2140","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Male","18","Car"
"2013","130079025","427498","425494","1","1","1_1_2013","1810","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Male","13","Car"
"2013","130079516","431796","434655","1","1","4_2_2013","1558","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","65","Bus or coach"
"2013","130079762","430840","433466","1","1","21_02_2013","2035","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","19","Bus or coach"
"2013","130080201","435342","433563","2","1","21_02_2013","1226","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","83","Car"
"2013","130080444","431888","435603","1","1","22_02_2013","1605","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Male","6","Car"
"2013","130081189","442641","442325","2","3","23_02_2013","927","A(M) (main roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","46","Car"
"2013","130081189","442641","442325","2","3","23_02_2013","927","A(M) (main roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","28","Car"
"2013","130081189","442641","442325","2","3","23_02_2013","927","A(M) (main roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","57","Car"
"2013","130081286","421295","434448","1","1","22_02_2013","2134","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","40","Bus or coach"
"2013","130081344","431098","431388","1","1","22_02_2013","1555","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","55","Bus or coach"
"2013","130081466","434410","434384","2","1","23_02_2013","1420","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","29","Car"
"2013","130082905","431983","435510","2","1","26_02_2013","1730","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","19","Car"
"2013","130082952","426934","433758","1","1","23_02_2013","1430","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","15","Car"
"2013","130083213","422001","446005","2","1","17_02_2013","1720","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Serious","Male","17","Motorcycle >50cc and <=125cc"
"2013","130083221","422575","435470","2","1","23_02_2013","120","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","18","Car"
"2013","130083228","423083","437688","1","1","24_02_2013","330","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Serious","Male","34","Car"
"2013","130083944","425683","442995","2","1","25_02_2013","915","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","43","Motorcycle >50cc and <=125cc"
"2013","130084030","436450","435091","2","1","25_02_2013","1129","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","20","Motorcycle >50cc and <=125cc"
"2013","130084674","427660","436648","2","1","25_02_2013","1630","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","60","Bicycle"
"2013","130084707","428962","433918","2","1","25_02_2013","1925","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","54","Car"
"2013","130084731","431777","435548","1","1","25_02_2013","1920","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Pedestrian","Slight","Female","38","Car"
"2013","130084743","436442","428445","1","1","25_02_2013","1633","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","36","Car"
"2013","130084778","432525","427558","1","1","25_02_2013","1832","A (back roads)","Wet","Darkness (streetlights present and lit)","Other","Driver or rider","Slight","Female","21","Motorcycle >50cc and <=125cc"
"2013","130084973","430092","435421","2","2","25_02_2013","2245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Female","21","Car"
"2013","130084973","430092","435421","2","2","25_02_2013","2245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","19","Motorcycle over 500cc"
"2013","130086154","427995","436018","2","1","25_02_2013","1700","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","20","Bicycle"
"2013","130087484","436158","434705","2","1","26_02_2013","1839","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","38","Car"
"2013","130087769","430857","428647","1","1","27_02_2013","1600","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","6","Car"
"2013","130087921","445376","431631","1","1","27_02_2013","1728","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","39","Motorcycle >125cc and <=500cc"
"2013","130088202","432274","435064","2","3","27_02_2013","2015","B (regional road)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Female","36","Car"
"2013","130088202","432274","435064","2","3","27_02_2013","2015","B (regional road)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","41","Car"
"2013","130088202","432274","435064","2","3","27_02_2013","2015","B (regional road)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","39","Car"
"2013","130088740","432348","433686","2","1","28_02_2013","725","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","29","Bicycle"
"2013","130089176","436104","435588","2","1","28_02_2013","1150","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","38","Bicycle"
"2013","130089273","427221","430682","2","1","21_04_2013","1540","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","25","Car"
"2013","130089485","420352","434253","1","1","28_02_2013","1553","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","11","Car"
"2013","130089616","428908","435509","1","1","28_02_2013","1725","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Male","19","Car"
"2013","130089729","431878","435391","2","1","28_02_2013","1835","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","43","Car"
"2013","130089804","432283","435048","2","1","28_02_2013","1843","B (regional road)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","20","Motorcycle <= 50cc"
"2013","130089835","429587","430994","2","1","28_02_2013","1712","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","40","Car"
"2013","130089893","430089","431278","1","1","28_02_2013","2109","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Female","57","Car"
"2013","130090039","430443","433718","1","1","28_02_2013","2200","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","17","Bus or coach"
"2013","130090045","430660","433926","2","4","28_02_2013","2245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","36","Taxi/Private hire car"
"2013","130090045","430660","433926","2","4","28_02_2013","2245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","27","Taxi/Private hire car"
"2013","130090045","430660","433926","2","4","28_02_2013","2245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","23","Taxi/Private hire car"
"2013","130090045","430660","433926","2","4","28_02_2013","2245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","35","Taxi/Private hire car"
"2013","130090640","433915","428883","2","1","1_3_2013","1000","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","50","Goods vehicle <=3.5 tons"
"2013","130090846","430327","433897","1","1","28_02_2013","1705","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Pedestrian","Slight","Male","31","Car"
"2013","130091158","436598","434722","1","1","1_3_2013","1545","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Female","3","Car"
"2013","130091378","429104","433566","2","1","1_3_2013","1430","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","22","Car"
"2013","130091406","430619","433724","2","1","28_02_2013","1215","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","29","Car"
"2013","130091781","431599","434009","3","3","1_3_2013","1955","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","30","Car"
"2013","130091781","431599","434009","3","3","1_3_2013","1955","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","31","Car"
"2013","130091781","431599","434009","3","3","1_3_2013","1955","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","45","Car"
"2013","130092046","431918","428283","2","2","2_3_2013","810","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","75","Car"
"2013","130092046","431918","428283","2","2","2_3_2013","810","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","71","Car"
"2013","130092983","420672","440782","2","2","2_3_2013","1805","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","22","Car"
"2013","130092983","420672","440782","2","2","2_3_2013","1805","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","50","Car"
"2013","130093162","429935","433739","1","1","2_3_2013","2223","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Male","20","Taxi/Private hire car"
"2013","130093361","427620","436156","1","1","2_3_2013","2155","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Pedestrian","Serious","Female","22","Car"
"2013","130093478","444812","432308","2","1","2_3_2013","557","A(M) (main roads)","Dry","Darkness (no streetlights)","Fine w/o high winds","Driver or rider","Slight","Male","21","Car"
"2013","130093488","430304","427708","3","2","22_02_2013","2130","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","28","Car"
"2013","130093488","430304","427708","3","2","22_02_2013","2130","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","22","Car"
"2013","130093736","430949","433298","2","1","2_3_2013","1720","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","27","Car"
"2013","130093805","428789","429724","3","5","3_3_2013","1110","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","47","Car"
"2013","130093805","428789","429724","3","5","3_3_2013","1110","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","37","Car"
"2013","130093805","428789","429724","3","5","3_3_2013","1110","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","17","Car"
"2013","130093805","428789","429724","3","5","3_3_2013","1110","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","13","Car"
"2013","130093805","428789","429724","3","5","3_3_2013","1110","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","56","Car"
"2013","130093954","428523","426060","2","1","3_3_2013","1240","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","41","Bicycle"
"2013","130094059","423717","433428","1","1","3_3_2013","1445","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","49","Motorcycle over 500cc"
"2013","130094287","427374","438198","2","3","3_3_2013","245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","30","Car"
"2013","130094287","427374","438198","2","3","3_3_2013","245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","32","Car"
"2013","130094287","427374","438198","2","3","3_3_2013","245","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Male","46","Car"
"2013","130094305","427625","435964","1","1","3_3_2013","1450","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","71","Bus or coach"
"2013","130094653","429054","435490","2","1","3_3_2013","1300","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","57","Taxi/Private hire car"
"2013","130095803","428558","431429","2","1","4_3_2013","1633","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","31","Car"
"2013","130095818","440394","428712","2","1","4_3_2013","1510","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","49","Car"
"2013","130095875","429720","431856","1","2","4_3_2013","1725","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","40","Car"
"2013","130095875","429720","431856","1","2","4_3_2013","1725","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","48","Car"
"2013","130095996","428908","433397","5","1","4_3_2013","1845","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","29","Car"
"2013","130096040","441175","431252","2","2","4_3_2013","1905","B (regional road)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","34","Car"
