"Year","Reference_Number","Grid_Ref_Easting","Grid_Ref_Northing","Number_of_Vehicles","Number_of_Casualties","Accident_Date","Time","Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty","Type_of_Vehicle"
"2013","130016991","425641","438022","2","1","11_1_2013","1740","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","81","Car"
"2013","130017024","434926","434618","1","1","12_1_2013","1310","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","78","Bus or coach"
"2013","130017036","426830","438065","2","1","11_1_2013","1810","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","19","Motorcycle >50cc and <=125cc"
"2013","130017562","429327","440815","1","1","12_1_2013","1725","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Female","82","Car"
"2013","130017568","426496","433935","2","2","11_1_2013","1639","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","24","Car"
"2013","130017568","426496","433935","2","2","11_1_2013","1639","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","35","Car"
"2013","130017612","427548","438692","2","2","11_1_2013","1610","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","38","Car"
"2013","130017612","427548","438692","2","2","11_1_2013","1610","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","39","Car"
"2013","130017887","431197","431468","2","5","13_01_2013","25","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Female","20","Car"
"2013","130017887","431197","431468","2","5","13_01_2013","25","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","26","Car"
"2013","130017887","431197","431468","2","5","13_01_2013","25","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Male","30","Car"
"2013","130017887","431197","431468","2","5","13_01_2013","25","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","21","Car"
"2013","130017887","431197","431468","2","5","13_01_2013","25","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","21","Car"
"2013","130018198","435722","436933","3","3","13_01_2013","1030","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","37","Car"
"2013","130018198","435722","436933","3","3","13_01_2013","1030","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","11","Car"
"2013","130018198","435722","436933","3","3","13_01_2013","1030","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","42","Car"
"2013","130018328","437018","429229","5","1","13_01_2013","1340","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","33","Car"
"2013","130018640","429080","425470","2","2","13_01_2013","1806","Unclassified","Wet","Darkness (streetlights present and lit)","Snowing w/o high winds","Driver or rider","Serious","Male","19","Motorcycle >50cc and <=125cc"
"2013","130018640","429080","425470","2","2","13_01_2013","1806","Unclassified","Wet","Darkness (streetlights present and lit)","Snowing w/o high winds","Pedestrian","Slight","Female","41","Motorcycle >50cc and <=125cc"
"2013","130018682","422992","437678","2","1","13_01_2013","1615","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Female","26","Bicycle"
"2013","130018709","436361","436312","1","1","13_01_2013","1915","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Male","64","Car"
"2013","130019031","426060","436363","2","2","14_01_2013","720","Unclassified","Snow","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","58","Car"
"2013","130019031","426060","436363","2","2","14_01_2013","720","Unclassified","Snow","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","50","Minibus"
"2013","130019050","430839","433997","2","1","14_01_2013","735","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","35","Bicycle"
"2013","130019175","431007","439223","2","2","14_01_2013","801","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","39","Car"
"2013","130019175","431007","439223","2","2","14_01_2013","801","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","14","Car"
"2013","130019398","430693","432517","2","1","13_01_2013","2015","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","27","Car"
"2013","130019576","429978","436583","2","1","14_01_2013","1150","A (back roads)","Snow","Daylight (streetlights present)","Snowing w/o high winds","Driver or rider","Slight","Male","35","Bicycle"
"2013","130019897","431757","437049","1","1","14_01_2013","1515","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","18","Car"
"2013","130020136","427632","431062","3","3","13_01_2013","1645","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","22","Car"
"2013","130020136","427632","431062","3","3","13_01_2013","1645","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","46","Car"
"2013","130020136","427632","431062","3","3","13_01_2013","1645","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","22","Car"
"2013","130021490","431759","435512","2","1","15_01_2013","1655","A (back roads)","Ice","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","27","Car"
"2013","130031371","431481","435005","7","3","22_01_2013","1430","Unclassified","Snow","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","21","Bicycle"
"2013","130031371","431481","435005","7","3","22_01_2013","1430","Unclassified","Snow","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","33","Car"
"2013","130032117","424164","428142","2","1","21_01_2013","1805","A (back roads)","Ice","Darkness (streetlighting unknown)","Other","Driver or rider","Slight","Male","26","Car"
"2013","130033023","431296","429256","1","1","23_01_2013","1802","Unclassified","Ice","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Male","13","Car"
"2013","130033701","427520","426313","2","1","24_01_2013","715","Motorway (freeway)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","49","Car"
"2013","130033801","428847","436577","2","1","24_01_2013","900","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","59","Bicycle"
"2013","130034439","436171","434563","1","1","24_01_2013","1042","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","45","Bus or coach"
"2013","130034587","428910","431065","1","1","24_01_2013","1510","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","21","Car"
"2013","130034749","433114","434020","1","1","24_01_2013","1655","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","45","Car"
"2013","130035563","430549","433450","1","1","25_01_2013","835","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","16","Car"
"2013","130037628","429786","430629","3","1","26_01_2013","1615","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","40","Car"
"2013","130038109","437703","427536","1","1","27_01_2013","435","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","24","Car"
"2013","130038475","433363","425600","3","1","26_01_2013","1845","A (back roads)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Slight","Female","56","Car"
"2013","130039252","425414","440371","1","2","27_01_2013","2045","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","31","Car"
"2013","130039252","425414","440371","1","2","27_01_2013","2045","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","27","Car"
"2013","130039489","431030","433524","2","2","24_01_2013","1800","Unclassified","Wet","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","10","Bus or coach"
"2013","130039489","431030","433524","2","2","24_01_2013","1800","Unclassified","Wet","Darkness (streetlighting unknown)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","41","Bus or coach"
"2013","130039665","429315","435020","2","1","28_01_2013","945","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","37","Car"
"2013","130039866","426120","427632","2","1","28_01_2013","1140","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","39","Car"
"2013","130040554","428252","434461","2","1","28_01_2013","1817","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","68","Taxi/Private hire car"
"2013","130040912","420960","434374","1","2","29_01_2013","110","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","21","Car"
"2013","130040912","420960","434374","1","2","29_01_2013","110","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Male","21","Car"
"2013","130041554","431404","435029","2","3","26_01_2013","5","Unclassified","Snow","Darkness (streetlights present and lit)","Snowing w/o high winds","Driver or rider","Slight","Male","35","Car"
"2013","130041554","431404","435029","2","3","26_01_2013","5","Unclassified","Snow","Darkness (streetlights present and lit)","Snowing w/o high winds","Vehicle or pillion passenger","Slight","Male","42","Car"
"2013","130041554","431404","435029","2","3","26_01_2013","5","Unclassified","Snow","Darkness (streetlights present and lit)","Snowing w/o high winds","Vehicle or pillion passenger","Slight","Male","39","Car"
"2013","130042041","432387","426454","2","2","29_01_2013","1455","Motorway (freeway)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","41","Car"
"2013","130042041","432387","426454","2","2","29_01_2013","1455","Motorway (freeway)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","28","Car"
"2013","130042178","428847","440093","1","1","29_01_2013","1755","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Female","46","Car"
"2013","130042187","422115","436438","3","1","29_01_2013","1700","A (back roads)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Serious","Female","23","Bicycle"
"2013","130042778","419503","445030","2","1","29_01_2013","850","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","37","Bicycle"
"2013","130042916","428393","434043","2","1","30_01_2013","920","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","50","Bus or coach"
"2013","130042957","427316","430795","4","3","30_01_2013","915","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Male","51","Car"
"2013","130042957","427316","430795","4","3","30_01_2013","915","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Female","33","Car"
"2013","130042957","427316","430795","4","3","30_01_2013","915","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Male","36","Car"
"2013","130043218","435542","438368","2","1","30_01_2013","1243","Unclassified","Wet","Daylight (streetlights present)","Raining with high winds","Driver or rider","Slight","Female","56","Car"
"2013","130043427","427170","426166","1","1","30_01_2013","1205","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Pedestrian","Slight","Male","32","Goods vehicle <=3.5 tons"
"2013","130043820","429731","438982","2","5","30_01_2013","1645","A (back roads)","Wet","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Female","19","Car"
"2013","130043820","429731","438982","2","5","30_01_2013","1645","A (back roads)","Wet","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Male","20","Car"
"2013","130043820","429731","438982","2","5","30_01_2013","1645","A (back roads)","Wet","Daylight (streetlights present)","Fine with high winds","Vehicle or pillion passenger","Slight","Male","18","Car"
"2013","130043820","429731","438982","2","5","30_01_2013","1645","A (back roads)","Wet","Daylight (streetlights present)","Fine with high winds","Vehicle or pillion passenger","Slight","Female","14","Car"
"2013","130043820","429731","438982","2","5","30_01_2013","1645","A (back roads)","Wet","Daylight (streetlights present)","Fine with high winds","Vehicle or pillion passenger","Slight","Female","16","Car"
"2013","130043847","429083","433517","1","1","28_01_2013","1620","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","16","Car"
"2013","130044118","428753","432710","2","1","30_01_2013","2050","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","32","Bicycle"
"2013","130044514","423548","437383","2","1","31_01_2013","840","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","18","Motorcycle >50cc and <=125cc"
